Name,Gender,Origin
Aristeidis,m,Greek
Aristide,m,"French, Italian"
Aristides,m,"Ancient Greek (Latinized), Portuguese, Spanish"
Aristocles,m,Ancient Greek (Latinized)
Aristodemos,m,"Ancient Greek, Greek Mythology"
Aristokles,m,Ancient Greek
Aristomache,f,Ancient Greek
Ariston,m,Ancient Greek
Aristophanes,m,Ancient Greek
Aristoteles,m,Ancient Greek
Aristotelis,m,Greek
Aristotle,m,Ancient Greek (Anglicized)
Arisztid,m,Hungarian (Rare)
Aritra,m,Bengali
Ari̇f,m,"Azerbaijani, Turkish"
Arja,f,Finnish
Arjan,m,Dutch
Arjun,m,"Bengali, Gujarati, Hindi, Indian, Kannada, Malayalam, Marathi, Nepali, Tamil, Telugu"
Arjuna,m,Hinduism
Arkadi,m,Russian
Arkadios,m,Ancient Greek
Arkadiusz,m,Polish
Arkadiy,m,Russian
Arkady,m,Russian
Arkaitz,m,Basque
Arke,m,Frisian
Arkhip,m,Russian (Rare)
Arleen,f,English
Arlen,m,English
Arlene,f,English
Arlette,f,French
Arlie,"m, f",English
Arline,f,English
Arlo,m,English
Arlotto,m,Medieval Italian
Arman,m,Kazakh
Armand,m,French
Armando,m,"Italian, Portuguese, Spanish"
Armas,m,Finnish
Armazi,m,Georgian Mythology
Armel,m,French
Armelle,f,French
Armen,m,Armenian
Armida,f,"Italian, Spanish"
Armide,f,Literature
Armin,m,German
Arminius,m,Ancient Germanic (Latinized)
Armo,m,Finnish (Rare)
